"id","nome","unidade_superior_id","unidade_executante_id","unidade_adm_id","data_solicitacao","link_git","descricao","link_homolog","link_prod","inf_adicional"
286,"Painel de Contrarreferência",7,42,20,"2023-11-27 10:30:00","","","","",""
9,"COVID",10,42,NULL,"2020-03-16 00:00:00","","<p>Este Painel Apresenta Diversos Indicadores Relacionados Ao Combate Ao Covid-19 No Estado De Goi&aacute;s, Auxiliando &Agrave; Tomada De Decis&atilde;o E A Transparencia Das Informa&ccedil;&otilde;es Em Tempo Oportuno.</p>","","https://indicadores.saude.go.gov.br/public/coronavirus.html",""
356,"Estudo de Novas Tecnologias",11,42,42,"2024-12-20 09:31:00","","<p>Este produto tem como objetivo registrar os estudos de novavs tecnologias a serem incorporadas na Ger&ecirc;ncia de Inova&ccedil;&atilde;o</p>","","",""
304,"Judicialização da Regulação",7,42,NULL,"2024-03-13 15:22:00","","<p><a href=""https://glpi.saude-go.net/front/ticket.form.php?id=2024004404"" target=""_blank"" rel=""noopener noreferrer"" data-title=""https://glpi.saude-go.net/front/ticket.form.php?id=2024004404"" data-tooltip=""https://glpi.saude-go.net/front/ticket.form.php?id=2024004404"">https://glpi.saude-go.net/front/ticket.form.php?id=2024</a></p>
<p>A solicita&ccedil;&atilde;o chegou via chamado</p>","","",""
8,"Programas e Estratégias da Atenção Primária",8,42,22,"2021-07-21 00:00:00","","<p>Este Painel Apresenta Informa&ccedil;&otilde;es Detalhadas Dos Indicadores Da Contrapartida Estadual &Agrave; Aten&ccedil;&atilde;o Prim&aacute;ria.</p>","http://bi-homolog.saude-go.net/public/cofinanciamento_atencao_primaria.html","https://indicadores.saude.go.gov.br/public/cofinanciamento_atencao_primaria.html","<p>oa arquivos s&atilde;o baixado do e-gestor AB no link <a href=""https://egestorab.saude.gov.br/paginas/acessoPublico/relatorios/relCoberturaAPSCadastro.xhtml"">https://egestorab.saude.gov.br/paginas/acessoPublico/relatorios/relCoberturaAPSCadastro.xhtml</a></p>
<p>&nbsp;</p>
<p>https://egestorab.saude.gov.br/index.xhtml</p>"
428,"MariaDB V2",11,42,42,"2025-08-18 14:10:00","","<p>Produto destinado a a&ccedil;&otilde;es de atualiza&ccedil;&atilde;o do banco de dados MariaDB, utilizado pela equipe de BI e outras equipes da SUTIS.</p>","","jdbc:mariadb://10.6.179.211:3306/dimensao",""
239,"[DESENV] SISPR",1,41,NULL,"2023-07-05 09:46:00","","<p>Permitir que os usu&aacute;rios possam fazer upload de portarias e outros atos legais e aparecerem no site da SES.</p>","","",""
415,"Uptime Kuma",11,42,42,"2025-06-23 10:14:00","","<p>Produto Uptime Kuma, utilizado para monitoramento de aplica&ccedil;&otilde;es</p>","","http://uptime-kuma.clusterb.saude-go.net/dashboard",""
430,"Ações de Gestão",11,42,NULL,"2025-09-15 13:57:00","","","","",""
161,"Arquitetura FHIR",11,42,42,"2023-05-08 00:00:00","","<p>Cria&ccedil;&atilde;o, manuten&ccedil;&atilde;o e evolu&ccedil;&atilde;o da arquitetura FHIR da SES.</p>","","https://fhir.saude.go.gov.br/",""
313,"sigus",11,42,41,"2024-03-21 14:43:00","","<p>Demandas destinadas ao produto de integra&ccedil;&atilde;o de dados do sistema transacional SIGOSV4.</p>","","",""
331,"Guias de Implementação FHIR",11,42,42,"2024-07-05 14:49:00","","<p>Esse produto passa a valer a partir de hj 05/07/2024 e todos os projetos do fsh dever&atilde;o ser cadastrados como: MI DO ..... e vinculados a esse produto.</p>
<p>As tarefas desse produto s&atilde;o:</p>
<ul>
<li>fazer o FSH do MI</li>
<li>publicar no guia</li>
</ul>","","https://fhir.saude.go.gov.br",""
362,"Cofinanciamento APS API",11,42,42,"2025-01-16 15:58:00","https://git.saude-go.net/hydra/cofinanciamento_aps_api","","","",""
267,"Perfilizador de Séries Temporais",11,42,42,NULL,"","","","",""
149,"Planificação da Atenção à Saúde no Estado de Goiás",8,42,22,"2022-08-24 00:00:00","","","http://bi-homolog.saude-go.net/public/planifica_goias.html","https://indicadores.saude.go.gov.br/public/planifica_goias.html","<p>11/01/2024 - O painel foi retirado do ar a pedido do Tibiri&ccedil;&aacute;, motivo: O dados n&atilde;o est&atilde;o no banco, painel est&aacute; desatualizado e sem uso.</p>"
24,"Exames de Imagem",11,42,42,"2020-12-22 14:17:00","","<p>Legado Dos Arquivos De Exames De Imagens</p>","http://bi-homolog.saude-go.net/public/exames_imagem.html","http://bi.saude-go.net/public/exames_imagem.html",""
303,"SUS Digital",11,42,42,"2024-03-14 07:57:00","","","https://app.powerbi.com/view?r=eyJrIjoiYjY4MzRjNmUtNjRkMS00MDZkLWI0ZWMtNjdjNmUwYmMyYWY1IiwidCI6IjY3ZmQ0MzFjLWIyYWQtNDg2Ny04MWJjLWQ3NTYyMjBiNTZkNCJ9","https://infoms.saude.gov.br/extensions/CGIN_SUSDIGITAL/CGIN_SUSDIGITAL.html","<p>Apresenta a evolu&ccedil;&atilde;o da ades&atilde;o dos munic&iacute;pios ao Programa SUS Digital do Minist&eacute;rio da Sa&uacute;de.</p>
<p>Fizemos o painel(link abaixo) porque n&atilde;o havia esses dados disponibilizados em local nenhum, entretanto a carga era uma planilha enviada para o email da Superintendente.</p>
<p>Depois de um tempo o Minist&eacute;rio disponibilizou um painel e parou de enviar a planilha, portanto vamos linkar o painel do Minist&eacute;rio ao nosso produto.</p>
<p>https://app.powerbi.com/view?r=eyJrIjoiYjY4MzRjNmUtNjRkMS00MDZkLWI0ZWMtNjdjNmUwYmMyYWY1IiwidCI6IjY3ZmQ0MzFjLWIyYWQtNDg2Ny04MWJjLWQ3NTYyMjBiNTZkNCJ9</p>
<p>&nbsp;</p>
<p>Link do painel do minist&eacute;rio</p>
<p>https://infoms.saude.gov.br/extensions/CGIN_SUSDIGITAL/CGIN_SUSDIGITAL.html</p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p>&nbsp;</p>"
43,"Transparência Regulação",7,42,21,"2021-05-11 00:00:00","","<p>&nbsp;</p>
<p>30/05/2023 - Atendemos o chamado da C&aacute;rita, colocamos uma nova vers&atilde;o desse projeto em produ&ccedil;&atilde;o e para atender a LGPD, fizemos altera&ccedil;&otilde;es de seguran&ccedil;a omitindo dados como: CID, SIGTAP e qualquer dado de identifica&ccedil;&atilde;o como CPF, CNS, Data de Nascimento e nome completo.</p>","https://abre.ai/homologar-regulacao-transparencia","https://indicadores.saude.go.gov.br/public/transparencia_regulacao.html","<p>""Voc&ecirc; sabia que um simples clique pode te mostrar exatamente onde voc&ecirc; est&aacute; na fila de cirurgias? Com nosso painel de BI, o usu&aacute;rio do SUS pode ter acesso f&aacute;cil e transparente &agrave;s informa&ccedil;&otilde;es sobre sua posi&ccedil;&atilde;o, trazendo mais transpar&ecirc;ncia e controle sobre sua sa&uacute;de.""</p>"
268,"REGNET Insights",7,42,18,NULL,"","","","https://extranet.saude.go.gov.br/regnet",""
273,"[DESENV] SIGUS INVEST",11,41,41,"2023-10-03 10:35:00","","<p>M&oacute;dulo para Solicita&ccedil;&atilde;o de Investimento para OS e OSC</p>","","",""
235,"Painel - Saúde da População em Situação de Rua",8,42,26,"2023-01-18 15:47:00","","<p>https://trello.com/c/etEDlsXs/2064-painel-sa%C3%BAde-da-popula%C3%A7%C3%A3o-em-situa%C3%A7%C3%A3o-de-rua</p>","http://bi-homolog.saude-go.net/public/populacao_situacao_de_rua.html","https://indicadores.saude.go.gov.br/public/populacao_situacao_de_rua.html",""
271,"RH",2,42,1,"2023-09-29 08:15:00","","","","",""
54,"Munka",11,42,42,"2022-06-08 00:00:00","https://git.saude-go.net/munka-multicontrato","<p>Ferramenta que Gerencia as atividades, projetos e produtos da GEIS/SUTIS</p>","http://munka-v2-homolog.datascience.saude-go.net/","http://munka.saude-go.net",""
305,"Vídeos",11,42,42,"2024-03-26 12:55:00","","","","https://www.youtube.com/playlist?list=PLF0ohvsukF0V8RkeVIs0SORy0Ki7iLu0j",""
237,"Thanatos - Painel  de Mortalidade",11,42,42,"2023-07-06 19:59:00","","<p>Esse projeto tem como objetivo de realizar uma reconstru&ccedil;&atilde;o do painel de nominado de thanatos (<a href=""https://indicadores.saude.go.gov.br/public/sim.html)"">https://indicadores.saude.go.gov.br/public/sim.html)</a> na qual a origem dos dados s&atilde;o provenientes do sistema SIM.</p>
<p>Considerando a abordagem de buscar realizar a reconstru&ccedil;&atilde;o atualizando os paineis mais antigos aos padr&otilde;es atuais, esse produto ser&aacute; refatorado. Sendo reconstruido uma vers&atilde;o totalmente nova e n&atilde;o mais utilizando componentes prontos do Pentaho CDE.</p>","http://bi-homolog.saude-go.net/public/painel_de_mortalidade.html","https://indicadores.saude.go.gov.br/public/sim.html",""
399,"[DESENV]GANESHA",11,41,41,NULL,"","<p><span data-teams=""true"">Sistema de cadastro de solicita&ccedil;&atilde;o que permita que laborat&oacute;rios solicitem acesso para envio de exames via FHIR, garantindo a valida&ccedil;&atilde;o dos pedidos pela Secretaria de Sa&uacute;de.</span></p>","","",""
37,"Pessoas Privadas de Liberdade no Sistema Prisional",8,42,26,"2021-07-22 00:00:00","","<p>Constru&ccedil;&atilde;o De Um Mapa Das Popula&ccedil;&otilde;es Especificas -Pessoas Privadas de Liberdade no Sistema Prisional</p>","http://bi-homolog.saude-go.net/public/pop_especifica.html","https://indicadores.saude.go.gov.br/public/pop_especifica.html",""
340,"[DESENV] Guia de indicadores",11,41,42,NULL,"","","","",""
338,"[DESENV] CONSULTAR FILA DE ESPERA",11,41,41,"2024-08-22 11:03:00","","","https://wwwhomolog.go.gov.br/servicos-digitais/saude/consulta-filas-de-regulacao/selecao","",""
287,"[DESENV] SISPPI/SEPASS",11,41,41,"2023-12-01 12:04:00","","<p><em>Sistema Planejamento Regional Integrado</em></p>","","",""
440,"[DESENV] GPA",11,41,41,NULL,"","<p>Gest&atilde;o de Processos Arquivos</p>","","",""
329,"IA na Dengue",11,42,42,NULL,"","","","http://observarbo.geinov-apps.saude-go.net/",""
314,"SITUAÇÃO CADASTRAL/REGULARIDADE",10,42,NULL,"2024-05-03 13:56:00","","<p class=""Tabela_Texto_Alinhado_Esquerda"">Solicito o desenvolvimento de uma p&aacute;gina p&uacute;blica (painel ou outro) que dever&aacute; constar informa&ccedil;&otilde;es quanto a situa&ccedil;&atilde;o cadastral e de regularidade sanit&aacute;ria junto &agrave; SUVISA de estabelecimentos classificados como ""Comunidades Terap&ecirc;uticas"" e ""Institui&ccedil;&otilde;es de Longa Perman&ecirc;ncia para idosos - ILPI"".</p>
<p class=""Tabela_Texto_Alinhado_Esquerda"">Demanda solicitada pelo Minist&eacute;rio P&uacute;blico de Goi&aacute;s via Promotoria do CAO Sa&uacute;de, com objetivo de ampliar a divulga&ccedil;&atilde;o &agrave; popula&ccedil;&atilde;o via sistema eletr&ocirc;nico de controle das comunidades terap&ecirc;uticas no estado de Goi&aacute;s, e a SUVISA solicita incremento dos dados das ILPI</p>","","",""
330,"Serviços de IA para os dashboards de BI",11,42,42,NULL,"","","","",""
15,"Flink",11,42,42,"2020-07-03 00:00:00","https://git.saude-go.net/data_science/sistema-de-recomenda-o-de-indicadores","<p>Plataforma que centraliza diversos indicadores de sa&uacute;de sobre variados assuntos</p>","http://geinov-docker.saude-go.net:5079","https://flink.saude.go.gov.br                                                                                                                                                                                        ","<p>07/08/2023&nbsp; - PRODUTOS EM PRODU&Ccedil;&Atilde;O QUE AINDA N&Atilde;O EST&Atilde;O NO FLINK.</p>
<table style=""border-collapse: collapse; width: 99.5109%; height: 144px;"" border=""5"">
<tbody>
<tr style=""height: 22.4px;"">
<td style=""width: 50.0386%; height: 22.4px;"">Painel CNES&nbsp;</td>
<td style=""width: 49.9436%; height: 22.4px;"">&nbsp;</td>
</tr>
<tr style=""height: 22.4px;"">
<td style=""width: 50.0386%; height: 22.4px;"">&Oacute;rion Cardio e trauma</td>
<td style=""width: 49.9436%; height: 22.4px;"">Fernando</td>
</tr>
<tr style=""height: 22.4px;"">
<td style=""width: 50.0386%; height: 22.4px;"">Pesquisa escola</td>
<td style=""width: 49.9436%; height: 22.4px;"">Thiago</td>
</tr>
<tr>
<td style=""width: 50.0386%;"">&nbsp;</td>
<td style=""width: 49.9436%;"">&nbsp;</td>
</tr>
<tr>
<td style=""width: 50.0386%;"">&nbsp;</td>
<td style=""width: 49.9436%;"">&nbsp;</td>
</tr>
<tr style=""height: 22.4px;"">
<td style=""width: 50.0386%; height: 22.4px;"">&nbsp;</td>
<td style=""width: 49.9436%; height: 22.4px;"">&nbsp;</td>
</tr>
<tr style=""height: 54.4px;"">
<td style=""width: 50.0386%; height: 54.4px;"">&nbsp;</td>
<td style=""width: 49.9436%; height: 54.4px;"">
<p>&nbsp;</p>
</td>
</tr>
</tbody>
</table>"
346,"Migração de dados Regulação",7,42,NULL,"2024-06-06 14:19:00","","","","",""
2,"Arbo",10,42,34,"2019-03-11 00:00:00","http://git.saude-go.net/data_science/Arbo","<p>Alertas No Telegram E Bot Situa&ccedil;&atilde;o Dengue Nos Munic&iacute;pios</p>","","https://t.me/arbosesgo",""
325,"Susi - Repositório Digital da Escola de Saúde de Goiás",13,42,50,"2024-06-20 15:52:00","","<p>A desse cria&ccedil;&atilde;o desse&nbsp; produto foi necess&aacute;rio para conseguirmos distinguir os projetos vinculados ao produto Susi quando inseridos no portal inova&ccedil;&atilde;o.</p>
<p>Este produto n&atilde;o est&aacute; vinculado a nenhuma tarefa, para acessar o produto original clique: <a href=""http://munka.saude-go.net/produtomodelview/show/307"">http://munka.saude-go.net/produtomodelview/show/307</a>.</p>
<p>&nbsp;</p>","","https://repositorio.saude.go.gov.br/",""
339,"PredictHub API",11,42,42,"2024-09-23 08:32:00","","<p>Este produto se materializa em uma API robusta e flex&iacute;vel desenvolvida para o treinamento, ajuste e reutiliza&ccedil;&atilde;o de modelos de machine learning. Com funcionalidades que permitem a cria&ccedil;&atilde;o de modelos supervisionados (regress&atilde;o e classifica&ccedil;&atilde;o), a API suporta a execu&ccedil;&atilde;o de tarefas ass&iacute;ncronas para ajustes de modelos em segundo plano e o armazenamento de modelos treinados para uso posterior.</p>
<p>PredictHub permite aos usu&aacute;rios carregar modelos previamente treinados e fornecer novos dados para gerar previs&otilde;es, otimizando o fluxo de trabalho de machine learning e promovendo efici&ecirc;ncia em cen&aacute;rios de produ&ccedil;&atilde;o. Com isso, este produto possui a capacidade de centralizar todos os modelos supervisionados da GEIN que est&atilde;o atualmente em produ&ccedil;&atilde;o.</p>","","",""
342,"Medplum - Plataforma de Saúde em FHIR",11,42,42,"2023-10-23 09:45:00","https://git.saude-go.net/hydra/medplum","<p>Medplum &eacute; uma plataforma de c&oacute;digo aberto voltada para o setor de sa&uacute;de, que oferece um conjunto de ferramentas para o desenvolvimento de aplica&ccedil;&otilde;es e solu&ccedil;&otilde;es de software m&eacute;dico. Ele &eacute; projetado para facilitar a interoperabilidade de dados de sa&uacute;de, fornecendo suporte a padr&otilde;es como FHIR (Fast Healthcare Interoperability Resources), que &eacute; amplamente utilizado para a interoperabilidade de dados cl&iacute;nicos. Medplum ajuda a acelerar o desenvolvimento de solu&ccedil;&otilde;es de sa&uacute;de com APIs seguras, ferramentas de integra&ccedil;&atilde;o e gerenciamento de dados cl&iacute;nicos, oferecendo uma infraestrutura moderna e escal&aacute;vel para aplicativos m&eacute;dicos e de cuidados de sa&uacute;de.</p>","https://medplum-homolog.saude.go.gov.br/","https://medplum.saude.go.gov.br/","<p>Atualmente Medplum est&aacute; instalado e funcional em ambos os ambientes. Foi atualizado para a &uacute;ltima vers&atilde;o, todavia n&atilde;o fazemos controle de versionamento por estar em constante evolu&ccedil;&atilde;o e lan&ccedil;a uma vers&atilde;o quase que semanalmente. Por&eacute;m, temos um FORK com o ambiente direto dos desenvolvedores que, para atualizar a nova vers&atilde;o, basta atualizar o FORK e posteriormente atualizar o Cluster Medplum (Hydra).</p>"
321,"ICSAP - Internações por Condições Sensíveis à Atenção Primária",8,42,22,"2024-05-28 12:56:00","","<p>Para monitoramento de dados relacionados ao indicador ""Propor&ccedil;&atilde;o de Interna&ccedil;&otilde;es por Condi&ccedil;&otilde;es Sens&iacute;veis &agrave; Aten&ccedil;&atilde; prim&aacute;ria"" (recortes como sexo, faixa et&aacute;ria, por diagn&oacute;stico e faixa et&aacute;ria, por exemplo).</p>","http://bi-homolog.saude-go.net/public/icsap.html","https://indicadores.saude.go.gov.br/public/icsap.html",""
347,"[ARQ] PORTAL-V3",11,41,41,NULL,"","","","",""
328,"Auditoria do SUS",16,42,62,"2024-06-28 10:32:00","","<p>No que tange Auditoria solicitaram projeto com: Informa&ccedil;&otilde;es consolidadas de relat&oacute;rios de auditoria e visitas t&eacute;cnicas. Fonte: sistema pr&oacute;prio, de terceiros (MS) e planilha</p>","http://bi-homolog.saude-go.net/public/auditoria_sus.html","https://indicadores.saude.go.gov.br/public/auditoria_sus.html","<p>data de produ&ccedil;&atilde;o: 14/04/2025</p>"
359,"Saúde Mental",8,42,25,"2024-09-04 08:46:00","","","","","<p>Projeto vai como pendente uma vez que os dados eram pra ser apresentados por unidade e a partir de abril passar&aacute; pra ser apresentadas por munic&iacute;pio.</p>"
341,"ETLs - Interoperabilidade e Cargas",11,42,42,"2024-09-27 00:01:00","","","","",""
441,"[DESENV] SICS",11,41,41,NULL,"","<p><span data-teams=""true"">Sistema de Cat&aacute;logo de Servi&ccedil;os</span></p>","","",""
424,"[DESENV] - SRIE",11,41,NULL,"2025-08-01 11:56:00","https://gitlab.saude-go.net/desenv/doc/imunocrie","","","",""
343,"HAPI FHIR - Servidor de Terminologias FHIR",11,42,42,"2023-10-23 11:28:00","https://git.saude-go.net/bigdata/hapi-fhir","<p>HAPI FHIR &eacute; uma implementa&ccedil;&atilde;o completa do padr&atilde;o HL7 FHIR para interoperabilidade de sa&uacute;de em Java. &Eacute; uma comunidade aberta que desenvolve software licenciado sob a Licen&ccedil;a de Software Apache 2.0. HAPI FHIR &eacute; um produto da Smile Digital Health.</p>
<p>HAPI FHIR oferece uma implementa&ccedil;&atilde;o completa do FHIR, permitindo que desenvolvedores criem servidores e clientes FHIR, validem mensagens, e trabalhem com recursos cl&iacute;nicos de forma f&aacute;cil. Ele &eacute; usado em projetos de interoperabilidade na &aacute;rea da sa&uacute;de para facilitar a troca segura e padronizada de informa&ccedil;&otilde;es m&eacute;dicas entre diferentes sistemas e provedores de servi&ccedil;os de sa&uacute;de.</p>","http://hapi-fhir.hydra.saude-go.net/","http://hapi-fhir.hydra.saude-go.net/","<p>Atualmente &eacute; o nosso servidor de Terminologias. Adotamos o servidor do Medplum como servidor de inst&acirc;ncias FHIR. Todos os artefatos FHIR ou pacotes de Guias de Implementa&ccedil;&otilde;es devem ser instalados neste servidor. As pesquisas &agrave; estes artefatos tamb&eacute;m devem ser disponibilizados de forma p&uacute;blica, para fins de verifica&ccedil;&atilde;o das terminologias e objetos sem&acirc;nticos (CodeSystems, ValueSets, NamingSystems, etc).</p>"
33,"Oncologia ",10,42,37,"2021-05-05 00:00:00","","<p>O Painel de Casos e &Oacute;bitos Foi Desenvolvido Com O Objetivo De Obter Informa&ccedil;&otilde;es Epidemiol&oacute;gicas Insid&ecirc;ncia e De Mortalidade Por Neoplasias De Pacientes Residentes Em Goi&aacute;s Por Meio Da Base De Dados Do Sistema de Informa&ccedil;&atilde;o Ambulatorial (SIA), Sistema de Informa&ccedil;&atilde;o Hospitalar (SIH), Sistema de Informa&ccedil;&otilde;es de C&acirc;ncer (SISCAN) e do Sistema De Informa&ccedil;&otilde;es Sobre Mortalidade (SIM). Dessa Forma Os Gr&aacute;ficos Representam Os Dados de Casos e De &Oacute;bitos: Geral, Por Sexo, Faixa Et&aacute;ria, Regi&atilde;o, Munic&iacute;pio E Cid.</p>","http://bi-homolog.saude-go.net/public/oncologia.html","https://indicadores.saude.go.gov.br/public/oncologia.html","<p>link do modelo antigo: https://indicadores.saude.go.gov.br/pentaho/api/repos/%3Aoncologia%3Apaineis%3Apainel.wcdf/generatedContent#</p>"
279,"Ouvidoria Geral  do SUS",11,42,41,"2024-10-02 08:12:00","","<p>O Painel de Ouvidoria foi criado para ampliar a transpar&ecirc;ncia e facilitar o acesso &agrave;s informa&ccedil;&otilde;es sobre manifesta&ccedil;&otilde;es registradas no OuvidorSUS pelas Ouvidorias do SUS em Goi&aacute;s. A ferramenta promove uma gest&atilde;o mais eficiente e a melhoria cont&iacute;nua dos servi&ccedil;os de sa&uacute;de p&uacute;blica, garantindo que as a&ccedil;&otilde;es das ouvidorias sejam acess&iacute;veis e compreens&iacute;veis para a popula&ccedil;&atilde;o e os gestores.</p>
<p>Com o painel, &eacute; poss&iacute;vel consultar e analisar dados detalhados sobre manifesta&ccedil;&otilde;es como elogios, reclama&ccedil;&otilde;es, sugest&otilde;es, den&uacute;ncias e solicita&ccedil;&otilde;es. Al&eacute;m disso, a ferramenta monitora tempos de resposta, &aacute;reas mais demandadas, canais de atendimento e classifica&ccedil;&atilde;o das manifesta&ccedil;&otilde;es, fornecendo uma vis&atilde;o estrat&eacute;gica para aprimorar os servi&ccedil;os prestados.</p>
<p>A interface do painel &eacute; intuitiva e responsiva, acess&iacute;vel tanto para gestores quanto para o p&uacute;blico em geral, promovendo a democratiza&ccedil;&atilde;o da informa&ccedil;&atilde;o. Al&eacute;m disso, oferece filtros avan&ccedil;ados, permitindo an&aacute;lises detalhadas por per&iacute;odo, tipo de manifesta&ccedil;&atilde;o e meio de atendimento, facilitando a compreens&atilde;o das principais demandas da popula&ccedil;&atilde;o.</p>
<p>Essa iniciativa fortalece o papel das Ouvidorias do SUS como um canal fundamental de di&aacute;logo entre cidad&atilde;os e a administra&ccedil;&atilde;o p&uacute;blica, garantindo que as demandas sejam atendidas com mais agilidade e efici&ecirc;ncia.</p>
<p>Ao unir tecnologia e gest&atilde;o de dados, o Painel de Ouvidoria contribui para um SUS mais eficiente, transparente e alinhado &agrave;s necessidades da popula&ccedil;&atilde;o goiana, refor&ccedil;ando o compromisso do Estado com a participa&ccedil;&atilde;o cidad&atilde; e a melhoria cont&iacute;nua dos servi&ccedil;os de sa&uacute;de.</p>","http://bi-homolog.saude-go.net/public/ouvidoria.html","https://indicadores.saude.go.gov.br/public/ouvidoria.html","<p>https://app.powerbi.com/view?r=eyJrIjoiZTJmZjdkZTMtYjE4MS00OTQxLTgxMDktYTlhMDgzYjI2MGYwIiwidCI6Ijg5Njk1YTU5LTc0OTgtNDc0Ny1iNzhjLTFjOWExZWJkYmM4MiJ9</p>"
29,"Observatório Materno Infantil",3,42,NULL,"2022-05-01 00:00:00","","<p>Painel Sobre A Saude Infantil</p>","http://bi-homolog.saude-go.net/public/observatorio-mi.html","https://indicadores.saude.go.gov.br/public/observatorio-mi.html",""
394,"Cadastro Base do Cidadão (CBC)",11,42,42,"2025-03-17 00:00:00","","<p data-start=""0"" data-end=""332"">O <strong data-start=""2"" data-end=""36"">Cadastro Base do Cidad&atilde;o (CBC)</strong> &eacute; uma base de dados mantida pelo governo brasileiro que consolida informa&ccedil;&otilde;es cadastrais dos cidad&atilde;os a partir de diversas bases governamentais. O objetivo principal do CBC &eacute; integrar e padronizar informa&ccedil;&otilde;es de diferentes &oacute;rg&atilde;os para melhorar a gest&atilde;o p&uacute;blica e a oferta de servi&ccedil;os ao cidad&atilde;o.</p>
<h3 data-start=""334"" data-end=""376""><strong data-start=""338"" data-end=""376"">Principais Caracter&iacute;sticas do CBC:</strong></h3>
<ol data-start=""377"" data-end=""878"">
<li data-start=""377"" data-end=""518""><strong data-start=""380"" data-end=""403"">Unifica&ccedil;&atilde;o de Dados</strong> &ndash; Re&uacute;ne dados de diferentes fontes, como CPF, CNS (Cart&atilde;o Nacional de Sa&uacute;de), RG, t&iacute;tulo de eleitor, entre outros.</li>
<li data-start=""519"" data-end=""655""><strong data-start=""522"" data-end=""544"">Interoperabilidade</strong> &ndash; Facilita a comunica&ccedil;&atilde;o entre sistemas governamentais, evitando redund&acirc;ncias e inconsist&ecirc;ncias nos cadastros.</li>
<li data-start=""656"" data-end=""764""><strong data-start=""659"" data-end=""682"">Identifica&ccedil;&atilde;o &Uacute;nica</strong> &ndash; Permite que um cidad&atilde;o seja identificado de maneira &uacute;nica em servi&ccedil;os p&uacute;blicos.</li>
<li data-start=""765"" data-end=""878""><strong data-start=""768"" data-end=""795"">Seguran&ccedil;a e Privacidade</strong> &ndash; Segue normas de prote&ccedil;&atilde;o de dados, como a LGPD (Lei Geral de Prote&ccedil;&atilde;o de Dados).</li>
</ol>
<h3 data-start=""880"" data-end=""912""><strong data-start=""884"" data-end=""912"">Finalidade e Aplica&ccedil;&otilde;es:</strong></h3>
<ul data-start=""913"" data-end=""1266"">
<li data-start=""913"" data-end=""1007""><strong data-start=""915"" data-end=""947"">Aprimorar pol&iacute;ticas p&uacute;blicas</strong>, garantindo que os dados sejam mais precisos e atualizados.</li>
<li data-start=""1008"" data-end=""1101""><strong data-start=""1010"" data-end=""1052"">Facilitar o acesso a servi&ccedil;os p&uacute;blicos</strong>, como benef&iacute;cios sociais e atendimento de sa&uacute;de.</li>
<li data-start=""1102"" data-end=""1183""><strong data-start=""1104"" data-end=""1123"">Reduzir fraudes</strong> em programas governamentais, evitando pagamentos indevidos.</li>
<li data-start=""1184"" data-end=""1266""><strong data-start=""1186"" data-end=""1221"">Melhorar a efici&ecirc;ncia do Estado</strong>, reduzindo burocracia e custos operacionais.</li>
</ul>","","",""
320,"MKDocs",11,42,42,"2024-05-29 09:25:00","https://git.saude-go.net/docs/mkdocs","<div class=""ewa-rteLine""><strong>Escopo: </strong>Produtos destinado a atividades que envolvem manuten&ccedil;&atilde;o, instala&ccedil;&atilde;o, configura&ccedil;&atilde;o, deploy dentre otras atividades para manterer e evoluir o funcionamento da ferramenta MKDocs.</div>
<div class=""ewa-rteLine""><strong>Descri&ccedil;&atilde;o:</strong> Gerador de sites de documenta&ccedil;&atilde;o est&aacute;tica baseado em arquivos Markdown, amplamente utilizado para documenta&ccedil;&atilde;o t&eacute;cnica.</div>
<div class=""ewa-rteLine""><strong>Objetivo:</strong> Facilitar a cria&ccedil;&atilde;o e manuten&ccedil;&atilde;o de documenta&ccedil;&atilde;o de software de forma simples e organizada.</div>
<p>&nbsp;</p>
<p>&nbsp;</p>","","https://docs.saude-go.net","<ul>
<li>A tabula&ccedil;&atilde;o de produtos para fluxos no Airflow, Nifi dentre outras ferramentas, quando n&atilde;o localizada como produto no Munka, solicitar o cadastro.</li>
<li>Produtos que s&atilde;o ferramentas, devem ser utilizados quando a atividade envolve manuten&ccedil;&atilde;o, instala&ccedil;&atilde;o ou configura&ccedil;&atilde;o.</li>
<li>Produtos vertende de neg&oacute;cio, objetivos de dados, deve ser utilizada a nomenclatura que referencia o ""neg&oacute;cio""</li>
</ul>"
48,"Sigus Analitycs ",3,42,NULL,"2022-03-28 00:00:00","","<p>Monitoramento dos indicadores dos contratos de gest&atilde;o de OS</p>
<p>FLUXO DO PROCESSO:</p>
<p><a title=""http://sei.go.gov.br/sei/controlador.php?acao=procedimento_trabalhar&amp;id_procedimento=70381449&amp;id_documento=70381873"" href=""http://sei.go.gov.br/sei/controlador.php?acao=procedimento_trabalhar&amp;id_procedimento=70381449&amp;id_documento=70381873"">http://sei.go.gov.br/sei/controlador.php?acao=procedimento_trabalhar&amp;id_procedimento=70381449&amp;id_documento=70381873</a></p>","","https://intranet.saude.go.gov.br/portal/login/","<p>http://sei.go.gov.br/sei/controlador.php?acao=procedimento_trabalhar&amp;id_procedimento=70381449&amp;id_documento=70381873</p>"
